"","artist","genre","museums","born","firstName","nationality","medium","century"
"60","Michel Anguier","Baroque Era","J. Paul Getty Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery of Art, Smart Museum of Art at the University of Chicago, The Walters Art Museum, Joconde Database of French Museum Collections",1613,"Michel","French","Sculptor",16
"61","Lucia Anguissola","Mannerist","Prado Museum Database",1540,"Lucia","Italian","Painter",15
"62","Sofonisba Anguissola","Mannerist","Fine Arts Museums of San Francisco, Kress Foundation Collection, Prado Museum Database, Allen Art Museum at Oberlin College, Milwaukee Art Museum, Museo Poldi Pezzoli, Poznan National Museum, San Diego Museum of Art, Southampton City Art Gallery, State Museums of Florence Digital Archive, Statens Museum for Kunst (National Gallery of Denmark), The Walters Art Museum, Danish Museums Online, UK National Inventory of Continental European Paintings (NICE)",1532,"Sofonisba","Italian","Painter",15
"63","Pieter van Anraadt","Baroque Era","Mauritshuis Royal Picture Gallery, Mauritshuis Royal Picture Gallery",1635,"Pieter","Dutch","Painter",16
"64","Andrea Ansaldo","Baroque Era","Prado Museum Database, Manchester City Art Gallery, Palazzo Bianco",1584,"Andrea","Italian","Painter",15
"65","Giovanni Anselmo","Arte Povera","Museum of Modern Art, National Gallery of Art, San Francisco Museum of Modern Art, Castello di Rivoli Museum of Contemporary Art, DePaul University Museum, Gallerie di Palazzo Leoni Montanari, Gallerie di Palazzo Leoni Montanari, GAM - Galleria Civica d'Arte Moderna e Contemporanea, Goetz Collection, Hammer Museum, Hirshhorn Museum and Sculpture Garden, Musées de Lorraine, Museo di Arte Moderna e Contemporanea, Museum of Contemporary Art, Royal Museums of Fine Arts of Belgium Catalogue, S.M.A.K. (Stedelijk Museum voor Actuele Kunst), Serralves Foundation Museum of Contemporary Art, The Renaissance Society at The University of Chicago, Walker Art Center",1934,"Giovanni","Italian","Sculptor",19
"66","Michelangelo Anselmi","High Renaissance","Art Institute of Chicago, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, National Gallery of Art, The Royal Collection, Drawings from the Biblioteca Ambrosiana, Harvard University Art Museums, State Museums of Florence Digital Archive, Joconde Database of French Museum Collections",1492,"Michelangelo","Italian","Painter",14
"67","Thomas Anshutz","Realist","Fine Arts Museums of San Francisco, Metropolitan Museum of Art, National Gallery of Art, Smithsonian American Art Museum, Brooklyn Museum, Brooklyn Museum/Luce Center for American Art, Carnegie Museum of Art, Hirshhorn Museum and Sculpture Garden, Minneapolis Institute of Arts, Pennsylvania Academy of the Fine Arts, Princeton University Art Museum, Westmoreland Museum of American Art, Wichita Art Museum, Smithsonian American Art Museum National Art Inventories",1851,"Thomas","American","Painter",18
"68","Benedetto Antelami","Gothic Era","Courtauld Institute of Art, Studio Esseci",1150,"Benedetto","Italian","Sculptor",11
"69","Antonello de Saliba","High Renaissance","Kress Foundation Collection, Metropolitan Museum of Art, National Museum of Art of Romania, Regional Museum of Messina",1466,"Antonello","Italian","Painter",14
"70","Antonello da Messina","Early Renaissance","Kunsthistorisches Museum, Kunsthistorisches Museum Databank, Louvre Museum, Louvre Museum, Louvre Museum Database, Louvre Museum Graphic Art Database, Metropolitan Museum of Art, Metropolitan Museum of Art , National Gallery, National Gallery of Art, Prado Museum Database, Courtauld Institute of Art, Galleria Borghese, Museo Correr, National Brukenthal Museum, Philadelphia Museum of Art, Regional Museum of Messina, State Museums of Florence Digital Archive, The Walters Art Museum, Thyssen-Bornemisza Museum, Flemish Art Collection Database, Joconde Database of French Museum Collections",1430,"Antonello","Italian","Painter",14
"71","Antico","Early Renaissance","J. Paul Getty Museum, Kunsthistorisches Museum Databank, Liechtenstein Museum, Louvre Museum Database, Metropolitan Museum of Art, Metropolitan Museum of Art , Museum of Fine Arts, Museum of Fine Arts, National Gallery of Art, Rijksmuseum, Cleveland Museum of Art, Courtauld Institute of Art, Fondation Bemberg Museum, Frick Collection, Galleria G. Franchetti alla Ca' d'Oro, Los Angeles County Museum of Art, The Walters Art Museum, Victoria and Albert Museum Catalogue, Art Fund for UK Museums",1460,"Antico","Italian","Sculptor",14
"72","Aleksei Antropov","Rococo Era","Hermitage Museum, State Russian Museum, Tver Art Gallery",1716,"Aleksei","Russian","Painter",17
"73","José Claudio Antolínez","Baroque Era","Hermitage Museum, Prado Museum Database, Ashmolean Museum at the University of Oxford, Bob Jones University Museum & Gallery, Bowes Museum, Bowes Museum, Dulwich Picture Gallery, Museu Nacional d'Art de Catalunya, National Museum of Art of Romania, Rosenbach Museum and Library, Statens Museum for Kunst (National Gallery of Denmark), UK National Inventory of Continental European Paintings (NICE)",1635,"José","Spanish","Painter",16
"74","José Aparicio","Neoclassical","Prado Museum Database, UK National Inventory of Continental European Paintings (NICE)",1773,"José","Spanish","Painter",17
"75","Apollonio di Giovanni","Early Renaissance","Art Institute of Chicago, Metropolitan Museum of Art , National Gallery, Rijksmuseum, Allen Art Museum at Oberlin College, Ashmolean Museum at the University of Oxford, The Walters Art Museum",1415,"Apollonio","Italian","Painter",14
"76","Antonio da Fabriano","Early Renaissance","Akademie der Bildenden Künst, The Walters Art Museum",1451,"Antonio","Italian","Painter",14
"77","Alexandre Antigna","Academic","Musée d'Orsay, Réunion des Musées Nationaux, Musée des Augustins, Musée des Beaux-Arts de Bordeaux, Flemish Art Collection Database, Joconde Database of French Museum Collections",1817,"Alexandre","French","Painter",18
"78","Charles Appel","Tonalist","Jersey City Museum, Smithsonian American Art Museum National Art Inventories",1857,"Charles","American","Painter",18
"79","Karel Appel","Abstract Expressionist","Art Institute of Chicago, Dallas Museum of Art, Fine Arts Museums of San Francisco, Guggenheim Museum, Museum of Fine Arts, Museum of Modern Art, National Galleries of Scotland, National Gallery of Art, Peggy Guggenheim Collection, Rijksmuseum, Smithsonian American Art Museum, Tate Gallery, Akron Art Museum, Arizona State University Art Museum, Bilbao Fine Arts Museum, Brauer Museum of Art at Valparaiso University, Canton Museum of Art, Centraal Museum Database, Chazen Museum of Art at the University of Wisconsin, Cleveland Museum of Art, Didrichsen Art Museum, Dordrechts Museum, GAM - Galleria Civica d'Arte Moderna e Contemporanea, Guilford College Art Gallery, Haifa Museum, Harvard University Art Museums, Haugesund Museum of Fine Art, Hirshhorn Museum and Sculpture Garden, Hofstra University Museum, Hunterian Museum and Art Gallery, Indianapolis Museum of Art, Ludwig Museum of Contemporary Art, MacKenzie Art Gallery, Mildred Lane Kemper Art Museum, Museu de Arte de São Paulo, Museum Boijmans Van Beuningen, Museum of Art at Nova Southeastern University, National Gallery of Victoria, Oklahoma City Museum of Art, Philadelphia Museum of Art, Pomona College Museum of Art, Rijksmuseum Twenthe, Royal Museums of Fine Arts of Belgium Catalogue, S.M.A.K. (Stedelijk Museum voor Actuele Kunst), San Diego Museum of Art, Stedelijk Museum of Modern Art, The Albertina, Thyssen-Bornemisza Museum, Ulster Museum, Van Abbemuseum, Van Abbemuseum, Walker Art Center, Wichita Art Museum, Flemish Art Collection Database, Smithsonian American Art Museum National Art Inventories",1921,"Karel","Dutch","Painter",19
"80","Ulrich Apt the Elder","Northern Renaissance","Metropolitan Museum of Art, State Museums of Florence Digital Archive, Thyssen-Bornemisza Museum",1460,"Ulrich","German","Painter",14
"81","Andrea Appiani","Neoclassical","Drawings from the Biblioteca Ambrosiana, Kunsthistorisches Museum Databank, Metropolitan Museum of Art, National Gallery of Art, Prado Museum Database, Smithsonian American Art Museum, Amgueddfa Cymru - National Museum Wales, Cleveland Museum of Art, Galleria Nazionale d'Arte Moderna e Contemporanea, Indianapolis Museum of Art, Musee Magnin, Museo Poldi Pezzoli, Philadelphia Museum of Art, State Museums of Florence Digital Archive, The Albertina Graphic Art Databank, The Walters Art Museum, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1754,"Andrea","Italian","Painter",17
"82","Felipe Archuleta","Folk","Smithsonian American Art Museum, American Folk Art Museum, High Museum of Art, Philadelphia Museum of Art, Smithsonian American Art Museum National Art Inventories",1910,"Felipe","American","Painter",19
"83","Alexander Archipenko","Cubist","Art Institute of Chicago, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Guggenheim Museum, Hermitage Museum, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Modern Art, National Gallery of Art, Norton Simon Museum, Peggy Guggenheim Collection, Smithsonian American Art Museum, Städel Museum, Tate Gallery, The Phillips Collection, Addison Gallery of American Art, Amgueddfa Cymru - National Museum Wales, Block Museum of Art at Northwestern University, Bowdoin College Museum of Art, Brooklyn Museum, Chi-Mei Museum, Cleveland Museum of Art, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Indianapolis Museum of Art, Los Angeles County Museum of Art, Maier Museum of Art at Randolph-Macon Woman's College, Mildred Lane Kemper Art Museum, Milwaukee Art Museum, Nasher Sculpture Center, National Gallery of Victoria, Palm Springs Desert Museum, Philadelphia Museum of Art, Portland Museum of Art, Princeton University Art Museum, San Antonio Art League Museum, San Diego Museum of Art, Sheldon Museum of Art, Tel Aviv Museum of Art, Terra Foundation for American Art, Von der Heydt-Museum, Walker Art Center, Winnipeg Art Gallery, Smithsonian American Art Museum National Art Inventories",1887,"Alexander","Ukrainian","Sculptor",18
"84","Alessandro Araldi","High Renaissance","State Museums of Florence Digital Archive, Virtual Uffizi",1460,"Alessandro","Italian","Painter",14
"85","Giuseppe Arcimboldo","Mannerist","Kunsthistorisches Museum, Kunsthistorisches Museum Databank, Louvre Museum Database, Metropolitan Museum of Art, Museum of Fine Arts, National Gallery of Art, Denver Art Museum, Southampton City Art Gallery, Statens Museum for Kunst (National Gallery of Denmark), Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1530,"Giuseppe","Italian","Painter",15
"86","Juan de Arellano","Baroque Era","Prado Museum Database, Bilbao Fine Arts Museum, Bilbao Fine Arts Museum, Meadows Museum at Southern Methodist University, Museo de Bellas Artes de Valencia, Joconde Database of French Museum Collections, UK National Inventory of Continental European Paintings (NICE)",1614,"Juan","Spanish","Painter",16
"87","Arent Arentsz.","Baroque Era","National Gallery, Rijksmuseum, Amsterdams Historisch Museum, Manchester City Art Gallery, Statens Museum for Kunst (National Gallery of Denmark), The Walters Art Museum, Art Fund for UK Museums",1585,"Arent","Dutch","Painter",15
"88","Ivan Petrovich Argunov","Rococo Era","Hermitage Museum, National Gallery of Armenia",1729,"Ivan","Russian","Painter",17
"89","Arnolfo di Cambio","Gothic Era","Museum of Fine Arts, Courtauld Institute of Art, Harvard University Art Museums, Studio Esseci, The Walters Art Museum",1264,"Arnolfo","Italian","Sculptor",12
"90","Jean Arnould","Baroque Era","Joconde Database of French Museum Collections",1621,"Jean","Flemish","Sculptor",16
"91","Richard Artschwager","Pop","Art Institute of Chicago, Metropolitan Museum of Art, Museum of Fine Arts, Museum of Modern Art, National Gallery of Art, National Gallery of Australia, San Francisco Museum of Modern Art, Smithsonian American Art Museum, Tate Gallery, Whitney Museum of American Art, Addison Gallery of American Art, Block Museum of Art at Northwestern University, Broad Art Foundation, Cleveland Museum of Art, Cooper-Hewitt, National Design Museum, Corcoran Gallery of Art, David Winton Bell Gallery at Brown University, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Joslyn Art Museum, Kunstmuseum Basel, Kunstmuseum Wolfsburg, Los Angeles County Museum of Art, Mildred Lane Kemper Art Museum, Museum of Contemporary Art, Museum of Contemporary Art, Philadelphia Museum of Art, Pomona College Museum of Art, Rhode Island School of Design Museum of Art, S.M.A.K. (Stedelijk Museum voor Actuele Kunst), Serralves Foundation Museum of Contemporary Art, Studio Esseci, Walker Art Center, Smithsonian American Art Museum National Art Inventories",1923,"Richard","American","Painter",19
"92","Jean Arp","Dadaist","Arp Museum Bahnhof Rolandseck, Art Institute of Chicago, Art Institute of Chicago, Dallas Museum of Art, Detroit Institute of Arts, Fine Arts Museums of San Francisco, Guggenheim Museum, Metropolitan Museum of Art, Musee d'Art Roger-Quilliot, Museum of Fine Arts, Museum of Modern Art, National Galleries of Scotland, National Gallery of Art, National Gallery of Australia, National Gallery of Canada, Norton Simon Museum, Peggy Guggenheim Collection, San Francisco Museum of Modern Art, Tate Gallery, Akron Art Museum, Arken Museum of Modern Art, Cleveland Museum of Art, Fundació Suñol, Gallerie di Palazzo Leoni Montanari, GAM - Galleria Civica d'Arte Moderna e Contemporanea, Germanisches Nationalmuseum, Haifa Museum, Hammer Museum, Harvard University Art Museums, Hirshhorn Museum and Sculpture Garden, Indianapolis Museum of Art, Kröller-Müller Museum, Kunsthaus Zurich, Kunstmuseen Krefeld, Kunstmuseum Basel, Kunstmuseum Winterthur, Los Angeles County Museum of Art, Museum of Modern Art, Nasher Sculpture Center, National Gallery of Victoria, Palm Springs Desert Museum, Philadelphia Museum of Art, Pomona College Museum of Art, Portland Museum of Art, Reina Sofía National Museum, Royal Museums of Fine Arts of Belgium Catalogue, San Diego Museum of Art, Smith College Museum of Art, Villa Croce Museo di Arte Contemporanea, Von der Heydt-Museum, Walker Art Center, Winnipeg Art Gallery, Smithsonian American Art Museum National Art Inventories",1886,"Jean","French","Painter",18
