"","season","stage","country","league","home_team_long","away_team_long","result","entropy"
"1205","2011/2012",15,"England","England Premier League","Swansea","Fulham","H",1.57082057158218
"1206","2011/2012",15,"England","England Premier League","West Bromwich Albion","Wigan","A",1.42710206999316
"1207","2011/2012",16,"England","England Premier League","Aston Villa","Liverpool","A",1.43599743618756
"1208","2011/2012",16,"England","England Premier League","Blackburn","West Bromwich Albion","A",1.56475976311302
"1209","2011/2012",16,"England","England Premier League","Everton","Norwich","D",1.40031884366621
"1210","2011/2012",16,"England","England Premier League","Fulham","Bolton","H",1.40278631302057
"1211","2011/2012",16,"England","England Premier League","Manchester City","Arsenal","H",1.42880067706407
"1212","2011/2012",16,"England","England Premier League","Newcastle United","Swansea","D",1.46986168032168
"1213","2011/2012",16,"England","England Premier League","Queens Park Rangers","Manchester United","A",1.23167479525294
"1214","2011/2012",16,"England","England Premier League","Tottenham","Sunderland","H",1.19231053982961
"1215","2011/2012",16,"England","England Premier League","Wigan","Chelsea","D",1.15470919200884
"1216","2011/2012",16,"England","England Premier League","Wolverhampton Wanderers","Stoke","A",1.56883801327033
"1217","2011/2012",17,"England","England Premier League","Queens Park Rangers","Sunderland","A",1.56679673169537
"1218","2011/2012",17,"England","England Premier League","Tottenham","Chelsea","D",1.56786446566056
"1219","2011/2012",17,"England","England Premier League","Wigan","Liverpool","D",1.26327333984961
"1220","2011/2012",17,"England","England Premier League","Wolverhampton Wanderers","Norwich","D",1.54321135351576
"1221","2011/2012",17,"England","England Premier League","Aston Villa","Arsenal","A",1.37445859619246
"1222","2011/2012",17,"England","England Premier League","Blackburn","Bolton","A",1.54701280922427
"1223","2011/2012",17,"England","England Premier League","Everton","Swansea","H",1.37072768798975
"1224","2011/2012",17,"England","England Premier League","Fulham","Manchester United","A",1.36055871205491
"1225","2011/2012",17,"England","England Premier League","Manchester City","Stoke","H",1.00759162724952
"1226","2011/2012",17,"England","England Premier League","Newcastle United","West Bromwich Albion","A",1.50929248096789
"1227","2011/2012",18,"England","England Premier League","Arsenal","Wolverhampton Wanderers","D",0.988840888106996
"1228","2011/2012",18,"England","England Premier League","Bolton","Newcastle United","A",1.56526181003265
"1229","2011/2012",18,"England","England Premier League","Chelsea","Fulham","D",1.10885592029421
"1230","2011/2012",18,"England","England Premier League","Liverpool","Blackburn","D",1.04479125422038
"1231","2011/2012",18,"England","England Premier League","Manchester United","Wigan","H",0.872337375428542
"1232","2011/2012",18,"England","England Premier League","Norwich","Tottenham","A",1.39730877376188
"1233","2011/2012",18,"England","England Premier League","Stoke","Aston Villa","D",1.50606432362708
"1234","2011/2012",18,"England","England Premier League","Sunderland","Everton","D",1.5693611423901
"1235","2011/2012",18,"England","England Premier League","Swansea","Queens Park Rangers","D",1.54028016050631
"1236","2011/2012",18,"England","England Premier League","West Bromwich Albion","Manchester City","D",1.20621811008059
"1237","2011/2012",19,"England","England Premier League","Arsenal","Queens Park Rangers","H",1.04620943071795
"1238","2011/2012",19,"England","England Premier League","Bolton","Wolverhampton Wanderers","D",1.55780056489129
"1239","2011/2012",19,"England","England Premier League","Chelsea","Aston Villa","A",1.07150817134421
"1240","2011/2012",19,"England","England Premier League","Liverpool","Newcastle United","H",1.35452556180038
"1241","2011/2012",19,"England","England Premier League","Manchester United","Blackburn","A",0.813848645718192
"1242","2011/2012",19,"England","England Premier League","Norwich","Fulham","D",1.56786870482299
"1243","2011/2012",19,"England","England Premier League","Stoke","Wigan","D",1.42836023588543
"1244","2011/2012",19,"England","England Premier League","Sunderland","Manchester City","H",1.27116617892672
"1245","2011/2012",19,"England","England Premier League","Swansea","Tottenham","D",1.35939412799445
"1246","2011/2012",19,"England","England Premier League","West Bromwich Albion","Everton","A",1.56963374935215
"1247","2011/2012",2,"England","England Premier League","Arsenal","Liverpool","A",1.57052004543777
"1248","2011/2012",2,"England","England Premier League","Aston Villa","Blackburn","H",1.43703351431735
"1249","2011/2012",2,"England","England Premier League","Bolton","Manchester City","A",1.38851104400899
"1250","2011/2012",2,"England","England Premier League","Chelsea","West Bromwich Albion","H",1.09547136306779
"1251","2011/2012",2,"England","England Premier League","Everton","Queens Park Rangers","A",1.32166948820711
"1252","2011/2012",2,"England","England Premier League","Manchester United","Tottenham","H",1.39564512972527
"1253","2011/2012",2,"England","England Premier League","Norwich","Stoke","D",1.57015162888544
"1254","2011/2012",2,"England","England Premier League","Sunderland","Newcastle United","A",1.55191291015542
"1255","2011/2012",2,"England","England Premier League","Swansea","Wigan","D",1.55388642881046
"1256","2011/2012",2,"England","England Premier League","Wolverhampton Wanderers","Fulham","H",1.56788174119051
"1257","2011/2012",20,"England","England Premier League","Aston Villa","Swansea","A",1.48188885178661
"1258","2011/2012",20,"England","England Premier League","Blackburn","Stoke","A",1.5700582060771
"1259","2011/2012",20,"England","England Premier League","Everton","Bolton","A",1.32483325439443
"1260","2011/2012",20,"England","England Premier League","Fulham","Arsenal","H",1.43592452135778
"1261","2011/2012",20,"England","England Premier League","Manchester City","Liverpool","H",1.49202155574526
"1262","2011/2012",20,"England","England Premier League","Newcastle United","Manchester United","H",1.3650717617201
"1263","2011/2012",20,"England","England Premier League","Queens Park Rangers","Norwich","A",1.54964707757118
"1264","2011/2012",20,"England","England Premier League","Tottenham","West Bromwich Albion","H",1.18131395421773
"1265","2011/2012",20,"England","England Premier League","Wigan","Sunderland","A",1.57168595100562
"1266","2011/2012",20,"England","England Premier League","Wolverhampton Wanderers","Chelsea","A",1.29427554352214
"1267","2011/2012",21,"England","England Premier League","Aston Villa","Everton","D",1.57311495414717
"1268","2011/2012",21,"England","England Premier League","Blackburn","Fulham","H",1.56832872478684
"1269","2011/2012",21,"England","England Premier League","Chelsea","Sunderland","H",1.22589809753115
"1270","2011/2012",21,"England","England Premier League","Liverpool","Stoke","D",1.24902720337106
"1271","2011/2012",21,"England","England Premier League","Manchester United","Bolton","H",0.87078158195015
"1272","2011/2012",21,"England","England Premier League","Newcastle United","Queens Park Rangers","H",1.45108603816674
"1273","2011/2012",21,"England","England Premier League","Swansea","Arsenal","H",1.38105095820726
"1274","2011/2012",21,"England","England Premier League","Tottenham","Wolverhampton Wanderers","D",1.07498532942749
"1275","2011/2012",21,"England","England Premier League","West Bromwich Albion","Norwich","A",1.53887584065652
"1276","2011/2012",21,"England","England Premier League","Wigan","Manchester City","A",1.16253070651815
"1277","2011/2012",22,"England","England Premier League","Arsenal","Manchester United","A",1.56916049289727
"1278","2011/2012",22,"England","England Premier League","Bolton","Liverpool","H",1.32782203660636
"1279","2011/2012",22,"England","England Premier League","Everton","Blackburn","D",1.35274296908776
"1280","2011/2012",22,"England","England Premier League","Fulham","Newcastle United","H",1.537057152903
"1281","2011/2012",22,"England","England Premier League","Manchester City","Tottenham","H",1.50235119567626
"1282","2011/2012",22,"England","England Premier League","Norwich","Chelsea","D",1.31952254294549
"1283","2011/2012",22,"England","England Premier League","Queens Park Rangers","Wigan","H",1.53563282303135
"1284","2011/2012",22,"England","England Premier League","Stoke","West Bromwich Albion","A",1.49768855088463
"1285","2011/2012",22,"England","England Premier League","Sunderland","Swansea","H",1.49340706333371
"1286","2011/2012",22,"England","England Premier League","Wolverhampton Wanderers","Aston Villa","A",1.5709398805065
"1287","2011/2012",23,"England","England Premier League","Bolton","Arsenal","D",1.35426526702307
"1288","2011/2012",23,"England","England Premier League","Manchester United","Stoke","H",1.11127047559212
"1289","2011/2012",23,"England","England Premier League","Sunderland","Norwich","H",1.48878901288298
"1290","2011/2012",23,"England","England Premier League","Swansea","Chelsea","D",1.51670675825759
"1291","2011/2012",23,"England","England Premier League","Tottenham","Wigan","H",0.97910956184572
"1292","2011/2012",23,"England","England Premier League","Wolverhampton Wanderers","Liverpool","A",1.36220211624793
"1293","2011/2012",23,"England","England Premier League","Aston Villa","Queens Park Rangers","D",1.47819484605968
"1294","2011/2012",23,"England","England Premier League","Blackburn","Newcastle United","A",1.56971205841599
"1295","2011/2012",23,"England","England Premier League","Everton","Manchester City","H",1.40481327338482
"1296","2011/2012",23,"England","England Premier League","Fulham","West Bromwich Albion","D",1.48717400160588
"1297","2011/2012",24,"England","England Premier League","Arsenal","Blackburn","H",1.09421437395724
"1298","2011/2012",24,"England","England Premier League","Chelsea","Manchester United","D",1.56960506504558
"1299","2011/2012",24,"England","England Premier League","Liverpool","Tottenham","D",1.55093887432264
"1300","2011/2012",24,"England","England Premier League","Manchester City","Fulham","H",1.10238418499353
"1301","2011/2012",24,"England","England Premier League","Newcastle United","Aston Villa","H",1.53644063365777
"1302","2011/2012",24,"England","England Premier League","Norwich","Bolton","H",1.5347384298149
"1303","2011/2012",24,"England","England Premier League","Queens Park Rangers","Wolverhampton Wanderers","A",1.5121859749805
"1304","2011/2012",24,"England","England Premier League","Stoke","Sunderland","A",1.55981468587038
"1305","2011/2012",24,"England","England Premier League","West Bromwich Albion","Swansea","A",1.54898784491691
"1306","2011/2012",24,"England","England Premier League","Wigan","Everton","D",1.54383773702504
"1307","2011/2012",25,"England","England Premier League","Aston Villa","Manchester City","A",1.35285838801431
"1308","2011/2012",25,"England","England Premier League","Blackburn","Queens Park Rangers","H",1.56854192743589
"1309","2011/2012",25,"England","England Premier League","Bolton","Wigan","A",1.53446510795273
"1310","2011/2012",25,"England","England Premier League","Everton","Chelsea","H",1.55503378578839
"1311","2011/2012",25,"England","England Premier League","Fulham","Stoke","H",1.52849983587347
"1312","2011/2012",25,"England","England Premier League","Manchester United","Liverpool","H",1.49048335369295
"1313","2011/2012",25,"England","England Premier League","Sunderland","Arsenal","A",1.54183477441529
