OPEID,SCHOOL,ADDR,CITY,STATE,ST_DESC,ZIP,ZIP_EXT,Country,LONGEST PROGRAM LENGTH,SCHOOL TYPE,COHORT YEAR,NUMBER IN DEFAULT,NUMBER ENTERING REPAYMENT,DEFAULT RATE,PRATE,ETH_CERT,PROGRAM,CON_DIST,REGION,AVGOR_GE30
005488,Capital Area Technical College,3250 North Acadian Thruway East,Baton Rouge,LA,Louisiana,70805,0000,,Associate's Degree,Pub,2009,0,0,0,A,,B,06,06,1
026009,Aveda Institute Covington,1355 Polders Lane,Covington,LA,Louisiana,70433,2922,,Non-Degree 1 Year (900-1799 hours),Prop,2009,76,437,17.3,A,,B,01,06,1
030309,Diesel Driving Academy,8067 Airline Highway,Baton Rouge,LA,Louisiana,70815,8109,,Non-Degree (600-899 hours),Prop,2009,48,335,14.3,A,,B,06,06,1
037275,Moore Career College,6160 Perkins Road,Baton Rouge,LA,Louisiana,70808,4191,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,42,11.9,A,,B,06,06,1
025822,"Guy's Academy Hair, Skin & Nails",1141 Shreveport Barksdale Highway,Shreveport,LA,Louisiana,71105,2404,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,79,8.8,A,,B,04,06,1
002031,University of Louisiana at Lafayette,200 East University Avenue,Lafayette,LA,Louisiana,70504,0001,,Master's Degree or Doctor's Degree,Pub,2009,306,2468,12.3,A,,B,07,06,1
002004,Dillard University,2601 Gentilly Boulevard,New Orleans,LA,Louisiana,70122,3097,,Bachelor's Degree,Priv,2009,49,447,10.9,A,H,B,02,06,1
002032,Xavier University of Louisiana,One Drexel Drive,New Orleans,LA,Louisiana,70125,1098,,Master's Degree or Doctor's Degree,Priv,2009,94,857,10.9,P,H,B,02,06,1
002007,Louisiana College,1140 College Drive,Pineville,LA,Louisiana,71360,5122,,Master's Degree or Doctor's Degree,Priv,2009,22,287,7.6,A,,B,05,06,1
002005,Nicholls State University,906 East First Street,Thibodaux,LA,Louisiana,70310,0001,,Master's Degree or Doctor's Degree,Pub,2009,131,1348,9.7,A,,B,06,06,1
021661,Elaine P. Nunez Community College,3710 Paris Road,Chalmette,LA,Louisiana,70043,1249,,Associate's Degree,Pub,2009,13,95,13.6,P,,B,03,06,1
026068,Career Technical College,2319 Louisville Avenue,Monroe,LA,Louisiana,71201,6046,,Associate's Degree,Prop,2009,196,808,24.2,A,,B,05,06,1
002015,University of New Orleans (The),2000 Lakeshore Drive,New Orleans,LA,Louisiana,70148,0001,,Master's Degree or Doctor's Degree,Pub,2009,220,2272,9.6,A,,B,02,06,1
002025,Southern University and Agricultural & Mechanical Colg at Baton Rouge,Joseph S Clark Adminstration Bldg,Baton Rouge,LA,Louisiana,70813,9374,,Master's Degree or Doctor's Degree,Pub,2009,298,2482,12,P,H,B,06,06,1
034803,Fortis College,9255 Interline Avenue,Baton Rouge,LA,Louisiana,70809,1908,,Associate's Degree,Prop,2009,280,1561,17.9,P,,B,06,06,1
002024,Southeastern Louisiana University,900 West University Avenue,Hammond,LA,Louisiana,70402,0001,,Master's Degree or Doctor's Degree,Pub,2009,305,2861,10.6,A,,B,01,06,1
023586,Stage One Hair School,209 West College Street,Lake Charles,LA,Louisiana,70605,1625,,Non-Degree 1 Year (900-1799 hours),Prop,2009,2,76,2.6,A,,B,07,06,1
026171,Baton Rouge College,1900 N. Lobdell Boulevard,Baton Rouge,LA,Louisiana,70806,1725,,Associate's Degree,Prop,2009,1,17,5.8,A,,B,06,06,1
033326,Delta College,19231 North 6th Street,Covington,LA,Louisiana,70433,9042,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,44,268,16.4,A,,B,01,06,1
033563,Medical Training College,10525 Plaza Americana Drive,Baton Rouge,LA,Louisiana,70816,8190,,Non-Degree (600-899 hours),Prop,2009,21,188,11.1,A,,B,06,06,1
022584,Aveda Institute Baton Rouge,2834 South Sherwood Forest Boulevar,Baton Rouge,LA,Louisiana,70816,2246,,Non-Degree 1 Year (900-1799 hours),Prop,2009,12,65,18.4,A,,B,06,06,1
012879,Pat Goins Benton Road Beauty School,1701 Old Minden Road,Bossier City,LA,Louisiana,71111,4838,,Non-Degree 1 Year (900-1799 hours),Prop,2009,3,24,12.5,A,,D,04,06,1
023357,Baton Rouge General Medical Center,3600 Florida Boulevard,Baton Rouge,LA,Louisiana,70806,3889,,Two-Year Transfer,Priv,2009,2,45,4.4,P,,B,06,06,1
002023,Our Lady of Holy Cross College,4123 Woodland Drive,New Orleans,LA,Louisiana,70131,7399,,Master's Degree or Doctor's Degree,Priv,2009,22,378,5.8,A,,B,02,06,1
002008,Louisiana Tech University,"Wyly Tower, Railroad Avenue",Ruston,LA,Louisiana,71272,0001,,Master's Degree or Doctor's Degree,Pub,2009,115,1455,7.9,A,,B,05,06,1
021178,Aveda Institute Lafayette,2922 Johnston Street,Lafayette,LA,Louisiana,70503,3246,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,66,13.6,A,,B,07,06,1
030235,Camelot College,2618 Woodale Boulevard,Baton Rouge,LA,Louisiana,70805,7539,,Non-Degree 1 Year (900-1799 hours),Prop,2009,55,229,24,A,,B,06,06,1
002003,Centenary College of Louisiana,2911 Centenary Boulevard,Shreveport,LA,Louisiana,71104,3396,,Master's Degree or Doctor's Degree,Priv,2009,11,170,6.4,A,,B,04,06,1
025485,Cosmetology Training Center,2516 Johnston Street,Lafayette,LA,Louisiana,70503,3238,,Non-Degree 1 Year (900-1799 hours),Prop,2009,2,42,4.7,A,,B,07,06,1
030104,Crescent City School of Gaming & Bartending,209 North Broad Street,New Orleans,LA,Louisiana,70119,5507,,Non-Degree 1 Year (900-1799 hours),Prop,2009,114,696,16.3,A,,B,02,06,1
002029,Tulane University,6823 St. Charles Avenue,New Orleans,LA,Louisiana,70118,5698,,Master's Degree or Doctor's Degree,Priv,2009,88,1750,5,P,,B,02,06,1
022602,Diesel Driving Academy,4709 Greenwood Road,Shreveport,LA,Louisiana,71109,5617,,Non-Degree (600-899 hours),Prop,2009,35,230,15.2,A,,B,03,06,1
002016,Loyola University New Orleans,6363 Saint Charles Avenue,New Orleans,LA,Louisiana,70118,6195,,Master's Degree or Doctor's Degree,Priv,2009,40,948,4.2,A,,B,02,06,1
004621,Ayers Career College,8820 Jewella Avenue,Shreveport,LA,Louisiana,71108,5845,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,176,5.1,A,,B,04,06,1
002010,Louisiana State University & Agricultural & Mechanical College,156 Thomas Boyd Hall,Baton Rouge,LA,Louisiana,70803,5710,,Master's Degree or Doctor's Degree,Pub,2009,190,3859,4.9,P,,B,06,06,1
034984,Omega Institute of Cosmetology,229  B South Hollywood Road,Houma,LA,Louisiana,70360,0000,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,20,25,A,,B,03,06,1
012880,Pat Goins Beauty School,3138 Louisville Avenue,Monroe,LA,Louisiana,71201,5167,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,8,12.5,A,,,05,06,1
040403,Compass Career College,42353  Deluxe Plaza,Hammond,LA,Louisiana,70403,0653,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,104,8.6,A,,B,1,06,1
031062,Our Lady of The Lake College,7434 Perkins Road,Baton Rouge,LA,Louisiana,70808,4345,,Master's Degree or Doctor's Degree,Priv,2009,42,684,6.1,A,,B,06,06,1
012823,Pat Goins Ruston Beauty School,213 West Alabama Avenue,Ruston,LA,Louisiana,71270,4301,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,13,0,A,,D,05,06,1
002014,Louisiana State University Health Sciences Center,433 Bolivar Street,New Orleans,LA,Louisiana,70112,2223,,Master's Degree or Doctor's Degree,Pub,2009,4,473,0.8,P,,B,02,06,1
008067,Louisiana State University Health Sciences Center in Shreveport,1501 Kings Highway,Shreveport,LA,Louisiana,71130,3932,,Master's Degree or Doctor's Degree,Pub,2009,2,187,1,P,,B,04,06,1
002022,Notre Dame Seminary,2901 South Carrollton Avenue,New Orleans,LA,Louisiana,70118,4391,,Master's Degree or Doctor's Degree,Priv,2009,0,2,0,A,,B,02,06,1
002027,Saint Joseph Seminary College,75376 River Road,Saint Benedict,LA,Louisiana,70457,9990,,Bachelor's Degree,Priv,2009,0,1,0,A,,B,01,06,1
009898,Demmon School of Beauty,3430 5th Avenue,Lake Charles,LA,Louisiana,70607,2128,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,07,06,1
011097,Cloyd's Beauty School #1,603 Natchitoches Street,West Monroe,LA,Louisiana,71291,3131,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,,05,06,1
011841,John Jay Beauty College,540 Robert E. Lee Boulevard,New Orleans,LA,Louisiana,70124,2592,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,D,01,06,1
022656,John Jay Kenner Academy,2844 Tennessee Avenue,Kenner,LA,Louisiana,70062,4702,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,D,02,06,1
022693,Stevenson's Academy of Hair Design,401 Opelousas Street,New Orleans,LA,Louisiana,70114,1742,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,02,06,1
023278,Pineville Beauty School,1008 Main Street,Pineville,LA,Louisiana,71360,6495,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,B,05,06,1
023380,Cloyd's Barber School #2,1311 Winnsboro Road,Monroe,LA,Louisiana,71202,3539,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,,05,06,1
023525,Cloyd's Beauty School #3,2514 Ferrand Street,Monroe,LA,Louisiana,71201,3211,,Non-Degree 1 Year (900-1799 hours),Prop,2009,0,0,0,A,,,05,06,1
041123,Louisiana Culinary Institute,10550 Airline Highway,Baton Rouge,LA,Louisiana,70816,4109,,Associate's Degree,Prop,2009,2,42,4.7,A,,B,6,06,1
037303,Baton Rouge Community College,201 Community College Drive,Baton Rouge,LA,Louisiana,70806,4129,,Associate's Degree,Pub,2009,0,0,0,A,,B,06,06,0
041301,Louisiana Delta Community College,7500 Millhaven Road,Monroe,LA,Louisiana,71203,3618,,Associate's Degree,Pub,2009,53,211,25.1,P,,,5,06,0
026192,Denham Springs Beauty College,923 Florida Street,Denham Springs,LA,Louisiana,70726,3829,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,2,50,A,,B,06,06,0
007488,Kaplan Career Institute,570 Rutherford Avenue,Boston,MA,Massachusetts,02129,1644,,Non-Degree 1 Year (900-1799 hours),Prop,2009,139,413,33.6,A,,B,08,01,1
030667,Ailano School of Cosmetology,541 West Street,Brockton,MA,Massachusetts,02301,4740,,Non-Degree 1 Year (900-1799 hours),Prop,2009,4,36,11.1,A,,B,09,01,1
012948,Rob Roy Academy,260 South Main Street,Fall River,MA,Massachusetts,02721,5330,,Non-Degree 1 Year (900-1799 hours),Prop,2009,20,82,24.3,A,,B,04,01,1
005557,C H McCann Technical School,70 Hodges Cross Road,North Adams,MA,Massachusetts,01247,3999,,Non-Degree 1 Year (900-1799 hours),Pub,2009,3,10,30,A,,B,01,01,1
002201,Pine Manor College,400 Heath Street,Chestnut Hill,MA,Massachusetts,02467,2332,,Master's Degree or Doctor's Degree,Priv,2009,28,192,14.5,A,,B,04,01,1
002151,Benjamin Franklin Institute of Technology,41 Berkeley Street,Boston,MA,Massachusetts,02116,6296,,Bachelor's Degree,Pub,2009,34,193,17.6,A,,B,08,01,1
032403,Toni & Guy Hairdressing Academy,6 Park Avenue,Worcester,MA,Massachusetts,01605,2213,,Non-Degree 1 Year (900-1799 hours),Prop,2009,7,19,36.8,A,,B,03,01,1
021816,Rob Roy Academy,150 Pleasant Street,Worcester,MA,Massachusetts,01609,2038,,Non-Degree 1 Year (900-1799 hours),Prop,2009,36,113,31.8,A,,B,03,01,1
031963,Lincoln Technical Institute,5 Middlesex Avenue,Somerville,MA,Massachusetts,02145,1102,,Non-Degree 1 Year (900-1799 hours),Prop,2009,344,961,35.7,A,,B,07,01,1
007481,Sanford-Brown College,126 Newbury Street,Boston,MA,Massachusetts,02116,2904,,Associate's Degree,Prop,2009,75,285,26.3,A,,B,08,01,1
021979,North Bennet Street School,39 North Bennet Street,Boston,MA,Massachusetts,02113,1914,,Non-Degree 3 Plus Years (>= 2700 hours),Priv,2009,2,49,4,A,,B,08,01,1
009877,Henri's School of Hair Design,276 Water St,Fitchburg,MA,Massachusetts,01420,5675,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,36,25,A,,B,01,01,1
023382,Bay State School of Technology,225 Turnpike Street,Canton,MA,Massachusetts,02021,2358,,Non-Degree 1 Year (900-1799 hours),Prop,2009,27,106,25.4,A,,B,09,01,1
006873,Marian Court College,35 Littles Point Road,Swampscott,MA,Massachusetts,01907,2896,,Associate's Degree,Priv,2009,17,99,17.1,A,,B,06,01,1
012386,Southeastern Regional Vocational Technical School,250 Foundry Street,South Easton,MA,Massachusetts,02375,1780,,Non-Degree 1 Year (900-1799 hours),Pub,2009,14,76,18.4,A,,B,04,01,1
021370,Rob Roy Academy,One School Street,Taunton,MA,Massachusetts,02780,3121,,Non-Degree 1 Year (900-1799 hours),Prop,2009,5,34,14.7,A,,B,09,01,1
002150,Fisher College,118 Beacon Street,Boston,MA,Massachusetts,02116,1500,,Bachelor's Degree,Priv,2009,88,461,19,A,,B,09,01,1
020794,Empire Beauty School,624 Worcester Road,Framingham,MA,Massachusetts,01702,5232,,Non-Degree 1 Year (900-1799 hours),Prop,2009,18,148,12.1,A,,B,07,01,1
002174,Northern Essex Community College,100 Elliott Street,Haverhill,MA,Massachusetts,01830,2399,,Associate's Degree,Pub,2009,97,564,17.1,A,,B,05,01,1
023394,Rob Roy Academy,1872 Acushnet Avenue,New Bedford,MA,Massachusetts,02746,2114,,Non-Degree 1 Year (900-1799 hours),Prop,2009,8,21,38,A,,B,04,01,1
002177,Massasoit Community College,One Massasoit Boulevard,Brockton,MA,Massachusetts,02302,3996,,Associate's Degree,Pub,2009,90,561,16,A,,B,10,01,1
023374,Bancroft School of Massage Therapy,333 Shrewsbury Street,Worcester,MA,Massachusetts,01604,4614,,Non-Degree 1 Year (900-1799 hours),Prop,2009,1,31,3.2,A,,B,03,01,1
033164,FINE Mortuary College,150 Kerry Place,Norwood,MA,Massachusetts,02062,4766,,Associate's Degree,Prop,2009,2,26,7.6,A,,B,09,01,1
002168,Cape Cod Community College,2240 Iyannough Road,West Barnstable,MA,Massachusetts,02668,1599,,Associate's Degree,Pub,2009,46,231,19.9,A,,B,10,01,1
020767,Empire Beauty School,347 Pleasant Street,Malden,MA,Massachusetts,02148,5103,,Non-Degree 1 Year (900-1799 hours),Prop,2009,43,171,25.1,A,,B,07,01,1
004669,Upper Cape Cod Regional Technical School,220 Sandwich Road,Bourne,MA,Massachusetts,02532,3310,,Non-Degree 1 Year (900-1799 hours),Pub,2009,3,33,9,A,,B,10,01,1
012921,Empire Beauty School,30 West Street,Boston,MA,Massachusetts,02111,1204,,Non-Degree 1 Year (900-1799 hours),Prop,2009,49,275,17.8,A,,B,08,01,1
002197,Nichols College,Center Road,Dudley,MA,Massachusetts,01571,6346,,Master's Degree or Doctor's Degree,Priv,2009,49,336,14.5,P,,B,02,01,1
002123,Becker College,61 Sever Street,Worcester,MA,Massachusetts,01615,0071,,Bachelor's Degree,Priv,2009,84,607,13.8,A,,B,03,01,1
002169,Greenfield Community College,1 College Drive,Greenfield,MA,Massachusetts,01301,9739,,Associate's Degree,Pub,2009,47,365,12.8,A,,B,01,01,1
040393,Sullivan and Cogliano Training Centers,460 Belmont Drive,Brockton,MA,Massachusetts,02301,4921,,Non-Degree 1 Year (900-1799 hours),Prop,2009,48,282,17,A,,B,9,01,1
037633,Medical Professional Institute,Malden Professional Building,Malden,MA,Massachusetts,02148,8143,,Non-Degree 1 Year (900-1799 hours),Prop,2009,10,52,19.2,A,,B,07,01,1
002176,Bristol Community College,777 Elsbree Street,Fall River,MA,Massachusetts,02720,7399,,Associate's Degree,Pub,2009,122,720,16.9,A,,B,04,01,1
031152,MotoRing Technical Training Institute,1241 Fall River Avenue,Seekonk,MA,Massachusetts,02771,5933,,Non-Degree 1 Year (900-1799 hours),Prop,2009,31,185,16.7,A,,B,01,01,1
002167,Berkshire Community College,1350 West Street,Pittsfield,MA,Massachusetts,01201,5786,,Associate's Degree,Pub,2009,48,315,15.2,A,,B,01,01,1
002144,Dean College,99 Main Street,Franklin,MA,Massachusetts,02038,1994,,Bachelor's Degree,Priv,2009,66,376,17.5,A,,B,03,01,1
002175,Quinsigamond Community College,670 West Boyston Street,Worcester,MA,Massachusetts,01606,2092,,Associate's Degree,Pub,2009,106,890,11.9,A,,B,03,01,1
009936,Middlesex Community College,Springs Road,Bedford,MA,Massachusetts,01730,1197,,Associate's Degree,Pub,2009,84,651,12.9,A,,B,06,01,1
031040,Shawsheen Valley Technical High School,100 Cook Street,Billerica,MA,Massachusetts,01821,5499,,Non-Degree 1 Year (900-1799 hours),Pub,2009,2,27,7.4,A,,B,05,01,1
031943,Boston Graduate School of Psychoanalysis,1581 Beacon Street,Brookline,MA,Massachusetts,02446,4602,,Master's Degree or Doctor's Degree,Priv,2009,0,8,0,A,,B,04,01,1
020922,Empire Beauty School,231 Central Street,Lowell,MA,Massachusetts,01852,2214,,Non-Degree 1 Year (900-1799 hours),Prop,2009,22,139,15.8,A,,B,05,01,1
007486,New England Institute of Art (The),10 Brookline Place West,Brookline,MA,Massachusetts,02445,7295,,Bachelor's Degree,Prop,2009,99,681,14.5,A,,B,04,01,1
002170,Holyoke Community College,303 Homestead Avenue,Holyoke,MA,Massachusetts,01040,1099,,Associate's Degree,Pub,2009,93,686,13.5,A,,B,01,01,1
002172,Mount Wachusett Community College,444 Green Street,Gardner,MA,Massachusetts,01440,1000,,Associate's Degree,Pub,2009,89,711,12.5,A,,B,01,01,1
021699,Assabet Valley Regional Vocational School,215 Fitchburg Street,Marlborough,MA,Massachusetts,01752,1288,,Non-Degree 1 Year (900-1799 hours),Pub,2009,3,17,17.6,A,,B,03,01,1
002205,Quincy College,24  Saville Avenue,Quincy,MA,Massachusetts,02169,4324,,Associate's Degree,Pub,2009,65,485,13.4,A,,B,10,01,1
006136,National Aviation Academy - New England,150 Hanscom Drive,Bedford,MA,Massachusetts,01730,2620,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,5,94,5.3,A,,B,06,01,1
008078,Springfield Technical Community College,One Armory Square,Springfield,MA,Massachusetts,01101,9000,,Associate's Degree,Pub,2009,54,451,11.9,P,,B,01,01,1
012068,Mansfield Beauty Schools,266 Bridge Street,Springfield,MA,Massachusetts,01103,1410,,Non-Degree 1 Year (900-1799 hours),Prop,2009,9,27,33.3,A,,B,02,01,1
032054,Jolie Hair & Beauty Academy,44 Sewall Street,Ludlow,MA,Massachusetts,01056,2769,,Non-Degree 1 Year (900-1799 hours),Prop,2009,14,42,33.3,A,,B,02,01,1
003966,Boston Architectural College,320 Newbury Street,Boston,MA,Massachusetts,02115,2795,,Master's Degree or Doctor's Degree,Priv,2009,23,323,7.1,A,,B,08,01,1
011210,Bunker Hill Community College,250 New Rutherford Avenue,Boston,MA,Massachusetts,02129,2991,,Associate's Degree,Pub,2009,37,316,11.7,A,,B,08,01,1
002129,Boston Conservatory,8 The Fenway,Boston,MA,Massachusetts,02215,9830,,Master's Degree or Doctor's Degree,Priv,2009,12,116,10.3,A,,B,08,01,1
002171,Massachusetts Bay Community College,50 Oakland Street,Wellesley Hills,MA,Massachusetts,02481,5399,,Associate's Degree,Pub,2009,61,522,11.6,A,,B,04,01,1
003965,Bay State College,122 Commonwealth Avenue,Boston,MA,Massachusetts,02116,2901,,Bachelor's Degree,Prop,2009,84,446,18.8,A,,B,08,01,1
020630,Montserrat College of Art,23 Essex Street,Beverly,MA,Massachusetts,01915,4508,,Bachelor's Degree,Priv,2009,8,87,9.1,A,,B,06,01,1
002126,Berklee College of Music,1140 Boylston Street,Boston,MA,Massachusetts,02215,3693,,Master's Degree or Doctor's Degree,Priv,2009,82,730,11.2,A,,B,08,01,1
031208,Kay Harvey Hairdressing Academy,11 Central Street,West Springfield,MA,Massachusetts,01089,2701,,Non-Degree 1 Year (900-1799 hours),Prop,2009,8,48,16.6,A,,B,01,01,1
021635,New England School of Photography,537 Commonwealth Avenue,Boston,MA,Massachusetts,02215,2005,,Non-Degree 2 Years (1800-2699 hours),Prop,2009,14,66,21.2,A,,B,08,01,1
002188,Salem State University,352 Lafayette Street,Salem,MA,Massachusetts,01970,5353,,Master's Degree or Doctor's Degree,Pub,2009,156,1515,10.2,A,,B,06,01,1
002193,Mount Ida College,777 Dedham Street,Newton,MA,Massachusetts,02459,3323,,Master's Degree or Doctor's Degree,Priv,2009,43,420,10.2,P,,B,04,01,1
025239,Elizabeth Grady School of Esthetics and Massage Therapy,222 Boston Avenue,Medford,MA,Massachusetts,02155,4243,,Non-Degree (600-899 hours),Prop,2009,2,53,3.7,A,,B,08,01,1
004666,Salter College,184 West Boylston Street,West Boylston,MA,Massachusetts,01583,1700,,Associate's Degree,Prop,2009,257,1858,13.8,A,,B,03,01,1
007484,Newbury College,129 Fisher Avenue,Brookline,MA,Massachusetts,02445,5796,,Bachelor's Degree,Priv,2009,34,316,10.7,P,,B,04,01,1
009645,Bard College at Simon's Rock,84 Alford Road,Great Barrington,MA,Massachusetts,01230,9702,,Bachelor's Degree,Priv,2009,4,86,4.6,A,,B,01,01,1
021829,Cambridge College,1000 Massachusetts Avenue,Cambridge,MA,Massachusetts,02138,5304,,Master's Degree or Doctor's Degree,Priv,2009,208,1942,10.7,A,,B,08,01,1
038593,E.I.N.E.,1501 Main Street,Tewksbury,MA,Massachusetts,01876,4709,,Non-Degree 1 Year (900-1799 hours),Prop,2009,2,12,16.6,A,,B,05,01,1
002210,University of Massachusetts - Dartmouth,285 Old Westport Road,North Dartmouth,MA,Massachusetts,02747,2300,,Master's Degree or Doctor's Degree,Pub,2009,99,1704,5.8,P,,B,04,01,1
006324,Laboure College,2120 Dorchester Avenue,Boston,MA,Massachusetts,02124,5698,,Bachelor's Degree,Priv,2009,26,245,10.6,A,,B,09,01,1
011510,Everest Institute,1505 Commonwealth Avenue,Brighton,MA,Massachusetts,02135,3605,,Non-Degree 1 Year (900-1799 hours),Prop,2009,236,839,28.1,A,,B,08,01,1
002173,North Shore Community College,1 Ferncroft Road,Danvers,MA,Massachusetts,01923,4093,,Associate's Degree,Pub,2009,63,490,12.8,P,,B,06,01,1
002143,Curry College,1071 Blue Hill Avenue,Milton,MA,Massachusetts,02186,2395,,Master's Degree or Doctor's Degree,Priv,2009,66,758,8.7,A,,B,09,01,1
002154,Hellenic College & Holy Cross Greek Orthodox School of Theology,50 Goddard Avenue,Brookline,MA,Massachusetts,02445,7496,,Master's Degree or Doctor's Degree,Priv,2009,0,24,0,A,,B,04,01,1
002122,Bay Path College,588 Longmeadow Street,Longmeadow,MA,Massachusetts,01106,2212,,Master's Degree or Doctor's Degree,Priv,2009,62,565,10.9,A,,B,02,01,1
